reviews,cleaned_review,sentiment,sentiment_category,categories
"✅ Trip Verified |  Milan to Miami return via London. Worst business class ever. The layout of A380 of BA is crazy. The width of seats is outrageous (aisle seats are a shame for BA). Length is ok but you have to JUMP over the legs of another passenger when he/she is in sleeping mode. Unbelievable. The system of dividers up and down to reach all seats by crew is absurd and awful. Never again with this layout. Meal was below average from LHR to Mia, while the return was quite good. Unfortunately for BA, I flew in March with Qatar Airways business class, and not comparable. Just to highlight the difference: BA row has 8 seats, while QR has 4 seats! That’s it. On top of that, the service is quite strange (mainly due to dividers above). Boarding procedures look well organized at the beginning, then during boarding become quite messy.",   milan to miami return via london worst business class ever the layout of a of ba is crazy the width of seats is outrageous aisle seats are a shame for ba length is ok but you have to jump over the legs of another passenger when heshe is in sleeping mode unbelievable the system of dividers up and down to reach all seats by crew is absurd and awful never again with this layout meal was below average from lhr to mia while the return was quite good unfortunately for ba i flew in march with qatar airways business class and not comparable just to highlight the difference ba row has  seats while qr has  seats that’s it on top of that the service is quite strange mainly due to dividers above boarding procedures look well organized at the beginning then during boarding become quite messy,-0.23940972222222223,Negative,"['Facilities', 'Specific Service Issues']"
"✅ Trip Verified |  Manchester to Copenhagen via London on 30th April 2024 Aircrafts were A319 and A320, respectively, both in decent condition. I arrived from Africa, and had to transit and change terminal to T3, which is very cumbersome and tedious. Check-in was quick, easy, and professional, got my desired seats due to silver status at BA. From T3 I had to go through one of the worst security checks ever encountered, fragmenting almost every item in my carry-ons. Their Escape Lounge in T3 is quite decent, particular beer choices and prosecco sparkling wine. Food was very poor, neither any savoury snacks nor meaty food at all. Good tarmac view. First flight was delayed, forcing me to catch the 2nd in LHR within ½ hour. However, I was informed clearly at gate upon arriving in LHR, assisting me on next gate and the airline managed to transfer the luggage in this extremely narrow timeslot. Onboard, only a mini-bottle of water and some bagged crumbs were given, fairly useless and superfluous. No IFE or WiFi. Annoying charity beggings from FAs on both flights are intrusive, annoying, disrespectful, and degrades the airline. Offerings onboard like discount carriers, except being pricier. Arrived final destination on time and so did my luggage.",   manchester to copenhagen via london on th april  aircrafts were a and a respectively both in decent condition i arrived from africa and had to transit and change terminal to t which is very cumbersome and tedious checkin was quick easy and professional got my desired seats due to silver status at ba from t i had to go through one of the worst security checks ever encountered fragmenting almost every item in my carryons their escape lounge in t is quite decent particular beer choices and prosecco sparkling wine food was very poor neither any savoury snacks nor meaty food at all good tarmac view first flight was delayed forcing me to catch the nd in lhr within ½ hour however i was informed clearly at gate upon arriving in lhr assisting me on next gate and the airline managed to transfer the luggage in this extremely narrow timeslot onboard only a minibottle of water and some bagged crumbs were given fairly useless and superfluous no ife or wifi annoying charity beggings from fas on both flights are intrusive annoying disrespectful and degrades the airline offerings onboard like discount carriers except being pricier arrived final destination on time and so did my luggage,-0.08310606060606061,Negative,"['Facilities', 'Staffing Levels', 'Specific Service Issues']"
✅ Trip Verified |  I have never seen such disrespect to a customer. It was the 3rd time in 2 months that I was unable to do a check-in because of their website not working properly. Lost 2 hours on the phone with their customer service team. At the airport I was asked to check in my hand luggage because they had no more space in the cabin. I could not recline my seat and the staff was rude and unhelpful to me. The wifi was also not working. I made multiple complaints and no one ever even contacted me. Never using them again!,   i have never seen such disrespect to a customer it was the rd time in  months that i was unable to do a checkin because of their website not working properly lost  hours on the phone with their customer service team at the airport i was asked to check in my hand luggage because they had no more space in the cabin i could not recline my seat and the staff was rude and unhelpful to me the wifi was also not working i made multiple complaints and no one ever even contacted me never using them again,-0.17500000000000002,Negative,"['Customer Service', 'Facilities', 'Staffing Levels', 'Specific Service Issues']"
"✅ Trip Verified |  Absolutely terrible, lost my luggage on both flights, delivered 3 days later smashed to pieces. A lete departure caused me to miss the connecting flight, yielding a 7 hour delay. the aircraft was oversubscribed, dirty, with an unpleasant persistent odour. Food was genuinely horrible, I'm ex forces, I'll eat almost anything usually! ",   absolutely terrible lost my luggage on both flights delivered  days later smashed to pieces a lete departure caused me to miss the connecting flight yielding a  hour delay the aircraft was oversubscribed dirty with an unpleasant persistent odour food was genuinely horrible im ex forces ill eat almost anything usually ,-0.5714285714285714,Negative,['Specific Service Issues']
"✅ Trip Verified |  We booked premium economy round trip from Phoenix to Zurich via AA codeshare and operated by British Airway. On our way return flight back to Phoenix February 25th, the first leg of the BA flight 0773 between Zurich and London Heathrow was delayed departure, which cause us missed the BA 0289 connection flight between Heathrow and Phoenix. First problem is that when we dash to the terminal 5 security check point at 12:00 PM, the airplane was still at gate and will not depart until 2:25 PM if it will be on schedule, we had almost 30 min at that point, however the terminal 5 security stopped us and was told we cannot pass thru the security due to airline requirement, we later realized that flight 0289 did not leave until 3:30 PM. We were directed to the customer service to re-book the flight. When we got to BA customer service transfer counter, there was only one agent available, there were least 12 passengers waiting in the lines, we were told BA was short of staffs due to British holiday during end of February and there was a soccer championship match that Sunday, so it took us at least an hour and half to rebook the same flight next day, also it seems there are not much option at all if we want to back to Phoenix on different flight on the same day. Then, the agent who re-booked the flight told us his printer was broken and we need go to Zone 2 of terminal 5 to get the ticket and hotel voucher printed. We found Zone 2 and had our ticket and voucher in hand and assure by the agent that our luggage will be on our next day flight with us as well. We also told there was a shuttle bus around the corner to take us to the hotel, however no map or detail direction provided, it took us a while to find out that the shuttle is at back side of the terminal 5, by the time we arrived at hotel we were very tired. Next day, we arrived at airport few hours ahead our scheduled departed time 2:25 PM, I noticed my checked two bags not in the same spot based on my iPhone’s Find me feature (I had Apple Air Tag in each of my checked bags), so I checked with the gate agent, she confirmed with me that only one checked bag was associated with my flight! Luckily, the flight was delayed two hours, so my other bag made to the same flight. While on the flight, the team of young flight attendants were generally pleasant, but they missed to service me meal, I did not order any special meal, and the popular chicken dish was not available when she came to my row, so I told her any chicken dish will be ok, and she told me give her few minutes and she will bring me a different chicken dish, however she totally forgot that and only when she came back to collect the trash, I mentioned to her she forgot my chicken dish, she was surprised and acting like I was lying to her. Overall, I think my premium economy flight on BA is the worst experience in recent memory. As the British flagship carrier, they seem don't care, I emailed my sent my experience to their customer service, they responded with a standard corporate reply from one of their email templates...",   we booked premium economy round trip from phoenix to zurich via aa codeshare and operated by british airway on our way return flight back to phoenix february th the first leg of the ba flight  between zurich and london heathrow was delayed departure which cause us missed the ba  connection flight between heathrow and phoenix first problem is that when we dash to the terminal  security check point at  pm the airplane was still at gate and will not depart until  pm if it will be on schedule we had almost  min at that point however the terminal  security stopped us and was told we cannot pass thru the security due to airline requirement we later realized that flight  did not leave until  pm we were directed to the customer service to rebook the flight when we got to ba customer service transfer counter there was only one agent available there were least  passengers waiting in the lines we were told ba was short of staffs due to british holiday during end of february and there was a soccer championship match that sunday so it took us at least an hour and half to rebook the same flight next day also it seems there are not much option at all if we want to back to phoenix on different flight on the same day then the agent who rebooked the flight told us his printer was broken and we need go to zone  of terminal  to get the ticket and hotel voucher printed we found zone  and had our ticket and voucher in hand and assure by the agent that our luggage will be on our next day flight with us as well we also told there was a shuttle bus around the corner to take us to the hotel however no map or detail direction provided it took us a while to find out that the shuttle is at back side of the terminal  by the time we arrived at hotel we were very tired next day we arrived at airport few hours ahead our scheduled departed time  pm i noticed my checked two bags not in the same spot based on my iphone’s find me feature i had apple air tag in each of my checked bags so i checked with the gate agent she confirmed with me that only one checked bag was associated with my flight luckily the flight was delayed two hours so my other bag made to the same flight while on the flight the team of young flight attendants were generally pleasant but they missed to service me meal i did not order any special meal and the popular chicken dish was not available when she came to my row so i told her any chicken dish will be ok and she told me give her few minutes and she will bring me a different chicken dish however she totally forgot that and only when she came back to collect the trash i mentioned to her she forgot my chicken dish she was surprised and acting like i was lying to her overall i think my premium economy flight on ba is the worst experience in recent memory as the british flagship carrier they seem dont care i emailed my sent my experience to their customer service they responded with a standard corporate reply from one of their email templates,-0.04174744897959183,Negative,"['Customer Service', 'Staffing Levels', 'Signage and Navigation', 'Specific Service Issues']"
Not Verified |   British Airways cancelled my flight less than 24 hours before. Automatically rebooked it for 2 days later. I called customer service 3 times trying to change it and they would Not help. My daughter was flying on a different reservation and because I am legally blind I needed to be on the same flight - they didn’t care nor would they help. We eventually bought new tickets on easyJet. When we arrive home I entered a complaint to get my fare refunded. It took them 4 months and then the response was it was cancelled because of a strike in Spain so they won’t refund it. EasyJet didn’t cancel. The whole experience was awful and so disappointing.,    british airways cancelled my flight less than  hours before automatically rebooked it for  days later i called customer service  times trying to change it and they would not help my daughter was flying on a different reservation and because i am legally blind i needed to be on the same flight  they didn’t care nor would they help we eventually bought new tickets on easyjet when we arrive home i entered a complaint to get my fare refunded it took them  months and then the response was it was cancelled because of a strike in spain so they won’t refund it easyjet didn’t cancel the whole experience was awful and so disappointing,-0.20275482093663913,Negative,"['Customer Service', 'Specific Service Issues']"
"✅ Trip Verified |  Flew business class from Doha to London on 31st March. The service was slow and unfriendly, even one of the male cabin crew working in business class asked the female cabin crew who was looking after the area where I was in to smile. I ordered waffles for breakfast and they looked like they’d fallen off the plate and had been thrown back on (see photo). The plate that the waffles were served on was so hot that when I moved the plate I burnt my finger. I wasn’t warned that it was ferociously hot. I was shocked at how bad the food presentation was, but didn’t feel comfortable saying anything to the cabin crew as she wasn’t approachable or friendly. For lunch, the bread roll was so dry and rock hard that I couldn’t cut through the ends. Not sure why the food and service was so bad on this flight as generally BA food is good and is well presented. Also, the Wi-Fi wasn’t working on the flight.",   flew business class from doha to london on st march the service was slow and unfriendly even one of the male cabin crew working in business class asked the female cabin crew who was looking after the area where i was in to smile i ordered waffles for breakfast and they looked like they’d fallen off the plate and had been thrown back on see photo the plate that the waffles were served on was so hot that when i moved the plate i burnt my finger i wasn’t warned that it was ferociously hot i was shocked at how bad the food presentation was but didn’t feel comfortable saying anything to the cabin crew as she wasn’t approachable or friendly for lunch the bread roll was so dry and rock hard that i couldn’t cut through the ends not sure why the food and service was so bad on this flight as generally ba food is good and is well presented also the wifi wasn’t working on the flight,-0.04019607843137254,Negative,"['Customer Service', 'Facilities', 'Specific Service Issues']"
"✅ Trip Verified |   Overall I would say disappointing. Due to BA status I had lounge access, on the small side and very busy. The aircraft used a remote gate, boarding was not well organised by group status as it should be but I did manage to make my way onto the first bus of 3. On arrival at the aircraft the plane was still being prepared so we had to wait on the bus. After 10 minutes or so everyone was becoming a little irritable. As it turns out the inbound flight had a number of complex wheelchair passengers that needed assistance which was delayed and took a long amount of time when it did arrive. After 35 minutes waiting on the bus we finally boarded the aircraft. The Captain apologised for the delay, no mention from the crew. Seat was standard Euro Traveller, the service was okay but the crew were not particularly engaging. When I tried to order a coffee due to the seatbelt sign being on as a result of some minor turbulence I was told it wouldn't be possible. As the crew member reached two rows behind be the seatbelt sign was turned off but they didn't come back to ask if I would still like a coffee. Overall we arrived into LHR 1 hour late. No tug to move the aircraft in Lisbon and had to wait for the gate in LHR. Disappointing but not the worst flight I have had.",    overall i would say disappointing due to ba status i had lounge access on the small side and very busy the aircraft used a remote gate boarding was not well organised by group status as it should be but i did manage to make my way onto the first bus of  on arrival at the aircraft the plane was still being prepared so we had to wait on the bus after  minutes or so everyone was becoming a little irritable as it turns out the inbound flight had a number of complex wheelchair passengers that needed assistance which was delayed and took a long amount of time when it did arrive after  minutes waiting on the bus we finally boarded the aircraft the captain apologised for the delay no mention from the crew seat was standard euro traveller the service was okay but the crew were not particularly engaging when i tried to order a coffee due to the seatbelt sign being on as a result of some minor turbulence i was told it wouldnt be possible as the crew member reached two rows behind be the seatbelt sign was turned off but they didnt come back to ask if i would still like a coffee overall we arrived into lhr  hour late no tug to move the aircraft in lisbon and had to wait for the gate in lhr disappointing but not the worst flight i have had,-0.12322916666666667,Negative,"['Facilities', 'Staffing Levels', 'Specific Service Issues']"
✅ Trip Verified | Was told we can not take hand luggage onto the plane as all overhead cabins were already full. So had to put them in the hold when we at the aircraft door. Frustrating as we had just hand luggage to avoid delays at Heathrow. Then the bags did not arrive at the baggage belt and after 45 mins waiting had to spend another 30 mins filling in forms etc. Was told the bags are still in Madrid so they know that all the time and did not have the decency to inform us before we waited for them to arrive. 12 hours later no communication from BA. Such a terrible and unnecessary experience and so badly handled by BA. There were many people who had bags that were too big for hand luggage hence the cabins were full before everyone had boarded which is unfair and then not helping by informing us of the fact they did not leave Madrid is a double level of incompetence.,  was told we can not take hand luggage onto the plane as all overhead cabins were already full so had to put them in the hold when we at the aircraft door frustrating as we had just hand luggage to avoid delays at heathrow then the bags did not arrive at the baggage belt and after  mins waiting had to spend another  mins filling in forms etc was told the bags are still in madrid so they know that all the time and did not have the decency to inform us before we waited for them to arrive  hours later no communication from ba such a terrible and unnecessary experience and so badly handled by ba there were many people who had bags that were too big for hand luggage hence the cabins were full before everyone had boarded which is unfair and then not helping by informing us of the fact they did not leave madrid is a double level of incompetence,-0.15,Negative,['Specific Service Issues']
"✅ Trip Verified |  Waited an hour to check-in at the Paphos business check-in. Staff utterly incompetent. Flight crew in business class removed my ruck sack from the flight bins without my consent to make way for another customer luggage. I was then coerced to have my luggage at my feet throughout my flight. Utterly outrageous, last thing you would expect in BA business class.",   waited an hour to checkin at the paphos business checkin staff utterly incompetent flight crew in business class removed my ruck sack from the flight bins without my consent to make way for another customer luggage i was then coerced to have my luggage at my feet throughout my flight utterly outrageous last thing you would expect in ba business class,-0.45,Negative,"['Customer Service', 'Specific Service Issues']"
"✅ Trip Verified |  Boarding was difficult caused by vast majority of the passengers carrying too much hand luggage. FA's were friendly. The seats on BA for European flights are extremely narrow. There was a choice of breakfast and very surprising the Champagne Castelau on European flights is of a better quality as the brand used in club on intercontinental flight. Nothing wrong with this flight, however not pleasant due to the unpleasant seats. Waiting time at Brussels for luggage some 20 minutes what is very acceptable.",   boarding was difficult caused by vast majority of the passengers carrying too much hand luggage fas were friendly the seats on ba for european flights are extremely narrow there was a choice of breakfast and very surprising the champagne castelau on european flights is of a better quality as the brand used in club on intercontinental flight nothing wrong with this flight however not pleasant due to the unpleasant seats waiting time at brussels for luggage some  minutes what is very acceptable,-0.011190476190476192,Negative,"['Customer Service', 'Facilities', 'Specific Service Issues']"
"✅ Trip Verified |  Absolutely horrible customer service - will never fly again. We left Toronto for London, and then missed our connecting flight from London to Mumbai,  so we had to book with a different airline and pay the costs. They then cancelled our return flight (3 weeks later) from Mumbai to Toronto without notifying us. We just happened to find out when we tried to check in on the day of. We are now stuck in Mumbai with 3 small kids, no return flights.  First and last time flying with them.",   absolutely horrible customer service  will never fly again we left toronto for london and then missed our connecting flight from london to mumbai  so we had to book with a different airline and pay the costs they then cancelled our return flight  weeks later from mumbai to toronto without notifying us we just happened to find out when we tried to check in on the day of we are now stuck in mumbai with  small kids no return flights  first and last time flying with them,-0.175,Negative,"['Customer Service', 'Staffing Levels', 'Specific Service Issues']"
