reviews,cleaned_review,sentiment,sentiment_category,categories
"✅ Trip Verified |  Waited an hour to check-in at the Paphos business check-in. Staff utterly incompetent. Flight crew in business class removed my ruck sack from the flight bins without my consent to make way for another customer luggage. I was then coerced to have my luggage at my feet throughout my flight. Utterly outrageous, last thing you would expect in BA business class.",   waited an hour to checkin at the paphos business checkin staff utterly incompetent flight crew in business class removed my ruck sack from the flight bins without my consent to make way for another customer luggage i was then coerced to have my luggage at my feet throughout my flight utterly outrageous last thing you would expect in ba business class,-0.45,Negative,"['Customer Service', 'Specific Service Issues']"
"✅ Trip Verified |  Boarding was difficult caused by vast majority of the passengers carrying too much hand luggage. FA's were friendly. The seats on BA for European flights are extremely narrow. There was a choice of breakfast and very surprising the Champagne Castelau on European flights is of a better quality as the brand used in club on intercontinental flight. Nothing wrong with this flight, however not pleasant due to the unpleasant seats. Waiting time at Brussels for luggage some 20 minutes what is very acceptable.",   boarding was difficult caused by vast majority of the passengers carrying too much hand luggage fas were friendly the seats on ba for european flights are extremely narrow there was a choice of breakfast and very surprising the champagne castelau on european flights is of a better quality as the brand used in club on intercontinental flight nothing wrong with this flight however not pleasant due to the unpleasant seats waiting time at brussels for luggage some  minutes what is very acceptable,-0.011190476190476192,Negative,"['Customer Service', 'Facilities', 'Specific Service Issues']"
"✅ Trip Verified |  Absolutely horrible customer service - will never fly again. We left Toronto for London, and then missed our connecting flight from London to Mumbai,  so we had to book with a different airline and pay the costs. They then cancelled our return flight (3 weeks later) from Mumbai to Toronto without notifying us. We just happened to find out when we tried to check in on the day of. We are now stuck in Mumbai with 3 small kids, no return flights.  First and last time flying with them.",   absolutely horrible customer service  will never fly again we left toronto for london and then missed our connecting flight from london to mumbai  so we had to book with a different airline and pay the costs they then cancelled our return flight  weeks later from mumbai to toronto without notifying us we just happened to find out when we tried to check in on the day of we are now stuck in mumbai with  small kids no return flights  first and last time flying with them,-0.175,Negative,"['Customer Service', 'Staffing Levels', 'Specific Service Issues']"
"✅ Trip Verified |  The worst business class experience. Ground crew in Singapore were friendly I ended up switching lounges from BA to QF. The aircraft was late 1 hour. The cabin crew in business class were some of the most unfriendliest crew I have experienced. No one smiled not welcomed on board. No body was checking though out the flight if i wanted anything. I found my seat sat down and waited for someone to offer me a refreshment. Nobody came. A stewardess approached a passenger sitting infront of me if he'd been offer a refreshment he said no, i looked at her and made eye contact. she looked at me and walked straight past. Observing some of the other passenger the crew did not assist any of the ladies struggling to put their carry on luggage in the overhead. During the entire flight all the staff felt like they hated being on the flight and did not want to work. When disembarking walked past 4 crew not one was saying goodbye and thank you to any passengers. The food I had was average, I had a cocktail it was OK. The wine selection was below average.",   the worst business class experience ground crew in singapore were friendly i ended up switching lounges from ba to qf the aircraft was late  hour the cabin crew in business class were some of the most unfriendliest crew i have experienced no one smiled not welcomed on board no body was checking though out the flight if i wanted anything i found my seat sat down and waited for someone to offer me a refreshment nobody came a stewardess approached a passenger sitting infront of me if hed been offer a refreshment he said no i looked at her and made eye contact she looked at me and walked straight past observing some of the other passenger the crew did not assist any of the ladies struggling to put their carry on luggage in the overhead during the entire flight all the staff felt like they hated being on the flight and did not want to work when disembarking walked past  crew not one was saying goodbye and thank you to any passengers the food i had was average i had a cocktail it was ok the wine selection was below average,-0.01909722222222223,Negative,"['Customer Service', 'Facilities', 'Specific Service Issues']"
"Not Verified |  Quite possibly the worst business class I have ever flown in.  It barely rates as premium economy, and BA shouldn't be suggesting that they are offering premium seating on regional routes in Europe. On these routes, BA has crammed their seats so close together that the experience is like flying on a discount airline. Buyer beware, there is no point in upgrading to business class, other than ensuring the middle seat is empty and you and your bag can board first. The seats are extremely uncomfortable, and they can't really be reclined. There is no in flight entertainment; not even an app (which many discount airlines do use for regional flights). Once upon a time BA used to be a good airline, and maybe it still is for long-haul, but it's truly awful for short-haul (and is a five-hour flight actually short haul?). Might as well save some money and just book a cheaper airline. Staff are courteous and professional; the issue is the quality of the product for the price.",   quite possibly the worst business class i have ever flown in  it barely rates as premium economy and ba shouldnt be suggesting that they are offering premium seating on regional routes in europe on these routes ba has crammed their seats so close together that the experience is like flying on a discount airline buyer beware there is no point in upgrading to business class other than ensuring the middle seat is empty and you and your bag can board first the seats are extremely uncomfortable and they cant really be reclined there is no in flight entertainment not even an app which many discount airlines do use for regional flights once upon a time ba used to be a good airline and maybe it still is for longhaul but its truly awful for shorthaul and is a fivehour flight actually short haul might as well save some money and just book a cheaper airline staff are courteous and professional the issue is the quality of the product for the price,-0.021666666666666678,Negative,"['Customer Service', 'Facilities', 'Staffing Levels']"
"✅ Trip Verified |  Poor from start to finish. Six months after purchasing our tickets I added an extra bag at the exorbitant cost of £130, but this transaction failed to make the system. I rang BA customer services only to be cut off without a reply. At LHR a manager had to be summoned to verify my printed receipt of payment. I was assured there would be no problem on the return trip. Wrong. Same experience at LIS! On board, an hour delay because of late discovery of technical fault. Old plane, with an uncomfortable seat with minimal legroom. Soggy cookie and small bottle of water offered free. Return trip, even more uncomfortable seat, made worse by the extra recline the passenger in front of me enjoyed due to his knackered seat. Once upon a time BA stood for something. No longer. Next time it is TAP, with their much newer planes.",   poor from start to finish six months after purchasing our tickets i added an extra bag at the exorbitant cost of £ but this transaction failed to make the system i rang ba customer services only to be cut off without a reply at lhr a manager had to be summoned to verify my printed receipt of payment i was assured there would be no problem on the return trip wrong same experience at lis on board an hour delay because of late discovery of technical fault old plane with an uncomfortable seat with minimal legroom soggy cookie and small bottle of water offered free return trip even more uncomfortable seat made worse by the extra recline the passenger in front of me enjoyed due to his knackered seat once upon a time ba stood for something no longer next time it is tap with their much newer planes,-0.08928571428571427,Negative,"['Customer Service', 'Facilities', 'Staffing Levels', 'Specific Service Issues']"
✅ Trip Verified |  That was supposed to be my flight but it was cancelled 12 hours before takeoff. After nearly 4 months BA finally responded to my compensation claim confirming I was due statutory compensation. Another 2 months later and still not received it despite chasing. According to BA my bank must have lost the payment so now apparently my problem again. From my experience a once great airline now with customer service no better than the worst of the low cost carriers.,   that was supposed to be my flight but it was cancelled  hours before takeoff after nearly  months ba finally responded to my compensation claim confirming i was due statutory compensation another  months later and still not received it despite chasing according to ba my bank must have lost the payment so now apparently my problem again from my experience a once great airline now with customer service no better than the worst of the low cost carriers,-0.047222222222222214,Negative,"['Customer Service', 'Staffing Levels', 'Specific Service Issues']"
✅ Trip Verified |  The plane was extremely dirty with chocolate smudged all over mine and my children's seats. I had to wipe down all the seats. After we landed I immediately realized I left my camera with it's bag in the airplane overhead cabin. They would not let me back on the plane for security reasons so I went to The British Airways team on ground & they refused to contact cabin crew only until we threw up a massive fuss then the manager reluctantly agreed which by that point cabin crew had disembarked. Now it's been over 3 weeks with no sign of my camera so it is assumed stolen. I have complained to British Airways and all I get is an automated/generic response to keep checking with Lost Property. Zero customer service for their regular customers and this all could have been mitigated if they had been willing to help at the very beginning - very disappointed.,   the plane was extremely dirty with chocolate smudged all over mine and my childrens seats i had to wipe down all the seats after we landed i immediately realized i left my camera with its bag in the airplane overhead cabin they would not let me back on the plane for security reasons so i went to the british airways team on ground  they refused to contact cabin crew only until we threw up a massive fuss then the manager reluctantly agreed which by that point cabin crew had disembarked now its been over  weeks with no sign of my camera so it is assumed stolen i have complained to british airways and all i get is an automatedgeneric response to keep checking with lost property zero customer service for their regular customers and this all could have been mitigated if they had been willing to help at the very beginning  very disappointed,-0.1215811965811966,Negative,"['Customer Service', 'Facilities', 'Specific Service Issues']"
"Not Verified | Overall journey wasn’t bad however at the end, the baggage arrival nearly took 1.5 hours (more than actual flight time). Baggage of other flights arriving after had been delivered whereas the baggage staff on airport had no clue and information as to why baggage of this flight hasn’t arrived. They raised their hands saying they can’t do anything further. Poor communication and no customer facing skills.",  overall journey wasn’t bad however at the end the baggage arrival nearly took  hours more than actual flight time baggage of other flights arriving after had been delivered whereas the baggage staff on airport had no clue and information as to why baggage of this flight hasn’t arrived they raised their hands saying they can’t do anything further poor communication and no customer facing skills,-0.07812499999999999,Negative,"['Customer Service', 'Specific Service Issues']"
"Not Verified |  Extremely rude ground service. We were non-rev flying and London was our connection/layover. Gate agent was extremely rude and forced me to check my carry on suitcase with the explanation that it was “oversized.” However, when I put it in the sizer, it fit perfectly without force. The plane was not fully booked and had lots of room overhead. The gate agent was insistent and rushed us with no regard for the fact that we would have to redo security in order to get our bags again, as we were switching airlines and needed to carry them on due to our non-rev status. The flight itself was good, attendants were polite and helpful. No complains there. Just extremely unhappy with the gate agent service. I understand that it is not a pleasant job and frankly I would not be overjoyed to work there either but that does not explain why we had to be inconvenienced with no fair explanation or attention.",   extremely rude ground service we were nonrev flying and london was our connectionlayover gate agent was extremely rude and forced me to check my carry on suitcase with the explanation that it was “oversized” however when i put it in the sizer it fit perfectly without force the plane was not fully booked and had lots of room overhead the gate agent was insistent and rushed us with no regard for the fact that we would have to redo security in order to get our bags again as we were switching airlines and needed to carry them on due to our nonrev status the flight itself was good attendants were polite and helpful no complains there just extremely unhappy with the gate agent service i understand that it is not a pleasant job and frankly i would not be overjoyed to work there either but that does not explain why we had to be inconvenienced with no fair explanation or attention,-0.02416666666666667,Negative,"['Customer Service', 'Staffing Levels', 'Specific Service Issues']"
"Not Verified |  Overall not bad. Staff look tired and overworked, trying their best. Weird seats, I was in 21G going, and 21D going home. The buttons to press for the seat recline are so stiff I had to get help on both flights to get them to work. There is another button, also very stiff, to bring the “leg rest” out. This is an awkward thing which doesn’t come up far enough to be of any use at all for your legs, but just obstructs your feet really. Again, I had to get help to activate the very stiff buttons. At one point, the lady next to me was pressing the buttons for me while I tried to recline, sit up, or put the “leg rest” back. We gave up and called the flight attendant, who also had trouble. BA: please give this some maintenance! Food: only one out of three menu choices available by the time it got to me in Premium Ec. It was pasta and was not too bad. A Christmas Turkey Dinner was offered, but why not load more if it is so popular that it is not available 10 minutes into the meal service? “Breakfast” was an unidentified soggy pastry thing in a cardboard tube. It was disgusting, same offered on return journey. A cold pastry and fruit would be so much nicer. The tea and coffee was hot at least. Overall, I would say Air Canada provides a much superior Premium Ec service than BA. I won’t choose BA again.",   overall not bad staff look tired and overworked trying their best weird seats i was in g going and d going home the buttons to press for the seat recline are so stiff i had to get help on both flights to get them to work there is another button also very stiff to bring the “leg rest” out this is an awkward thing which doesn’t come up far enough to be of any use at all for your legs but just obstructs your feet really again i had to get help to activate the very stiff buttons at one point the lady next to me was pressing the buttons for me while i tried to recline sit up or put the “leg rest” back we gave up and called the flight attendant who also had trouble ba please give this some maintenance food only one out of three menu choices available by the time it got to me in premium ec it was pasta and was not too bad a christmas turkey dinner was offered but why not load more if it is so popular that it is not available  minutes into the meal service “breakfast” was an unidentified soggy pastry thing in a cardboard tube it was disgusting same offered on return journey a cold pastry and fruit would be so much nicer the tea and coffee was hot at least overall i would say air canada provides a much superior premium ec service than ba i won’t choose ba again,-0.02571428571428572,Negative,"['Customer Service', 'Facilities', 'Staffing Levels', 'Specific Service Issues']"
"✅ Trip Verified | I recently encountered a highly disappointing experience with British Airways, specifically regarding their customer service. After my initial flight leg was canceled, I was rebooked with a connection at London Heathrow reduced to a mere 1 hour and 30 minutes. Realizing the impracticality of this, I promptly contacted British Airways within 10 minutes to request a more reasonable layover of 3-4 hours. Shockingly, the customer support representative flatly refused, citing an inability to change my flight. Despite explaining the logistical challenges of a short layover and a terminal change requiring additional security procedures, I received no assistance. To add to the frustration, the representative inaccurately noted on my account that I was presented with multiple options during our conversation. Moreover, the use of military time format and the lack of initial options provided only exacerbated the communication issues. Both phone and email support proved equally incompetent, and I was informed that customer service is outsourced to India, allegedly contributing to the subpar service. This experience has left me not only struggling to rebook my flight but also with a strong resolve to avoid British Airways in the future. The lack of assistance, blame-shifting, and overall incompetence in customer service make it my worst experience yet. I strongly advise others to steer clear of British Airways and their appalling customer service.",  i recently encountered a highly disappointing experience with british airways specifically regarding their customer service after my initial flight leg was canceled i was rebooked with a connection at london heathrow reduced to a mere  hour and  minutes realizing the impracticality of this i promptly contacted british airways within  minutes to request a more reasonable layover of  hours shockingly the customer support representative flatly refused citing an inability to change my flight despite explaining the logistical challenges of a short layover and a terminal change requiring additional security procedures i received no assistance to add to the frustration the representative inaccurately noted on my account that i was presented with multiple options during our conversation moreover the use of military time format and the lack of initial options provided only exacerbated the communication issues both phone and email support proved equally incompetent and i was informed that customer service is outsourced to india allegedly contributing to the subpar service this experience has left me not only struggling to rebook my flight but also with a strong resolve to avoid british airways in the future the lack of assistance blameshifting and overall incompetence in customer service make it my worst experience yet i strongly advise others to steer clear of british airways and their appalling customer service,-0.08422619047619048,Negative,"['Customer Service', 'Specific Service Issues']"
