reviews,cleaned_review,sentiment,sentiment_category,categories
✅ Trip Verified |  I have never seen such disrespect to a customer. It was the 3rd time in 2 months that I was unable to do a check-in because of their website not working properly. Lost 2 hours on the phone with their customer service team. At the airport I was asked to check in my hand luggage because they had no more space in the cabin. I could not recline my seat and the staff was rude and unhelpful to me. The wifi was also not working. I made multiple complaints and no one ever even contacted me. Never using them again!,   i have never seen such disrespect to a customer it was the rd time in  months that i was unable to do a checkin because of their website not working properly lost  hours on the phone with their customer service team at the airport i was asked to check in my hand luggage because they had no more space in the cabin i could not recline my seat and the staff was rude and unhelpful to me the wifi was also not working i made multiple complaints and no one ever even contacted me never using them again,-0.17500000000000002,Negative,"['Customer Service', 'Facilities', 'Staffing Levels', 'Specific Service Issues']"
"✅ Trip Verified |  We booked premium economy round trip from Phoenix to Zurich via AA codeshare and operated by British Airway. On our way return flight back to Phoenix February 25th, the first leg of the BA flight 0773 between Zurich and London Heathrow was delayed departure, which cause us missed the BA 0289 connection flight between Heathrow and Phoenix. First problem is that when we dash to the terminal 5 security check point at 12:00 PM, the airplane was still at gate and will not depart until 2:25 PM if it will be on schedule, we had almost 30 min at that point, however the terminal 5 security stopped us and was told we cannot pass thru the security due to airline requirement, we later realized that flight 0289 did not leave until 3:30 PM. We were directed to the customer service to re-book the flight. When we got to BA customer service transfer counter, there was only one agent available, there were least 12 passengers waiting in the lines, we were told BA was short of staffs due to British holiday during end of February and there was a soccer championship match that Sunday, so it took us at least an hour and half to rebook the same flight next day, also it seems there are not much option at all if we want to back to Phoenix on different flight on the same day. Then, the agent who re-booked the flight told us his printer was broken and we need go to Zone 2 of terminal 5 to get the ticket and hotel voucher printed. We found Zone 2 and had our ticket and voucher in hand and assure by the agent that our luggage will be on our next day flight with us as well. We also told there was a shuttle bus around the corner to take us to the hotel, however no map or detail direction provided, it took us a while to find out that the shuttle is at back side of the terminal 5, by the time we arrived at hotel we were very tired. Next day, we arrived at airport few hours ahead our scheduled departed time 2:25 PM, I noticed my checked two bags not in the same spot based on my iPhone’s Find me feature (I had Apple Air Tag in each of my checked bags), so I checked with the gate agent, she confirmed with me that only one checked bag was associated with my flight! Luckily, the flight was delayed two hours, so my other bag made to the same flight. While on the flight, the team of young flight attendants were generally pleasant, but they missed to service me meal, I did not order any special meal, and the popular chicken dish was not available when she came to my row, so I told her any chicken dish will be ok, and she told me give her few minutes and she will bring me a different chicken dish, however she totally forgot that and only when she came back to collect the trash, I mentioned to her she forgot my chicken dish, she was surprised and acting like I was lying to her. Overall, I think my premium economy flight on BA is the worst experience in recent memory. As the British flagship carrier, they seem don't care, I emailed my sent my experience to their customer service, they responded with a standard corporate reply from one of their email templates...",   we booked premium economy round trip from phoenix to zurich via aa codeshare and operated by british airway on our way return flight back to phoenix february th the first leg of the ba flight  between zurich and london heathrow was delayed departure which cause us missed the ba  connection flight between heathrow and phoenix first problem is that when we dash to the terminal  security check point at  pm the airplane was still at gate and will not depart until  pm if it will be on schedule we had almost  min at that point however the terminal  security stopped us and was told we cannot pass thru the security due to airline requirement we later realized that flight  did not leave until  pm we were directed to the customer service to rebook the flight when we got to ba customer service transfer counter there was only one agent available there were least  passengers waiting in the lines we were told ba was short of staffs due to british holiday during end of february and there was a soccer championship match that sunday so it took us at least an hour and half to rebook the same flight next day also it seems there are not much option at all if we want to back to phoenix on different flight on the same day then the agent who rebooked the flight told us his printer was broken and we need go to zone  of terminal  to get the ticket and hotel voucher printed we found zone  and had our ticket and voucher in hand and assure by the agent that our luggage will be on our next day flight with us as well we also told there was a shuttle bus around the corner to take us to the hotel however no map or detail direction provided it took us a while to find out that the shuttle is at back side of the terminal  by the time we arrived at hotel we were very tired next day we arrived at airport few hours ahead our scheduled departed time  pm i noticed my checked two bags not in the same spot based on my iphone’s find me feature i had apple air tag in each of my checked bags so i checked with the gate agent she confirmed with me that only one checked bag was associated with my flight luckily the flight was delayed two hours so my other bag made to the same flight while on the flight the team of young flight attendants were generally pleasant but they missed to service me meal i did not order any special meal and the popular chicken dish was not available when she came to my row so i told her any chicken dish will be ok and she told me give her few minutes and she will bring me a different chicken dish however she totally forgot that and only when she came back to collect the trash i mentioned to her she forgot my chicken dish she was surprised and acting like i was lying to her overall i think my premium economy flight on ba is the worst experience in recent memory as the british flagship carrier they seem dont care i emailed my sent my experience to their customer service they responded with a standard corporate reply from one of their email templates,-0.04174744897959183,Negative,"['Customer Service', 'Staffing Levels', 'Signage and Navigation', 'Specific Service Issues']"
"✅ Trip Verified | The entire booking and ticketing experience has been stressful and erroneous. I booked directly with BA as I thought - why go to any other airline when their home headquarters is UK and I need to go to the UK. Mistake. This was months ago. I could not cancel or change my flight without paying them $750 to cancel my flight and have that money sitting for just 1 year on account, otherwise all was lost minus a few hundred in taxes. As whom I am really flying with is American Airlines and another partner I can't check in without being redirected. Then those sites don't recognize me. I don't appear in AA or Aer Lingus applications. I couldn't ask for more time to change planes in London despite all reviews saying how long and hard it is, as that would mean a cancel of plane ticket - loss of all money. I've been on the phone with agents for over an hour on 3 different calls. Their app will not let me in without each time a reset of passcode, a 30 minute wait for the email and then I get the same error.",  the entire booking and ticketing experience has been stressful and erroneous i booked directly with ba as i thought  why go to any other airline when their home headquarters is uk and i need to go to the uk mistake this was months ago i could not cancel or change my flight without paying them  to cancel my flight and have that money sitting for just  year on account otherwise all was lost minus a few hundred in taxes as whom i am really flying with is american airlines and another partner i cant check in without being redirected then those sites dont recognize me i dont appear in aa or aer lingus applications i couldnt ask for more time to change planes in london despite all reviews saying how long and hard it is as that would mean a cancel of plane ticket  loss of all money ive been on the phone with agents for over an hour on  different calls their app will not let me in without each time a reset of passcode a  minute wait for the email and then i get the same error,-0.05565476190476191,Negative,['Staffing Levels']
"✅ Trip Verified |   Overall I would say disappointing. Due to BA status I had lounge access, on the small side and very busy. The aircraft used a remote gate, boarding was not well organised by group status as it should be but I did manage to make my way onto the first bus of 3. On arrival at the aircraft the plane was still being prepared so we had to wait on the bus. After 10 minutes or so everyone was becoming a little irritable. As it turns out the inbound flight had a number of complex wheelchair passengers that needed assistance which was delayed and took a long amount of time when it did arrive. After 35 minutes waiting on the bus we finally boarded the aircraft. The Captain apologised for the delay, no mention from the crew. Seat was standard Euro Traveller, the service was okay but the crew were not particularly engaging. When I tried to order a coffee due to the seatbelt sign being on as a result of some minor turbulence I was told it wouldn't be possible. As the crew member reached two rows behind be the seatbelt sign was turned off but they didn't come back to ask if I would still like a coffee. Overall we arrived into LHR 1 hour late. No tug to move the aircraft in Lisbon and had to wait for the gate in LHR. Disappointing but not the worst flight I have had.",    overall i would say disappointing due to ba status i had lounge access on the small side and very busy the aircraft used a remote gate boarding was not well organised by group status as it should be but i did manage to make my way onto the first bus of  on arrival at the aircraft the plane was still being prepared so we had to wait on the bus after  minutes or so everyone was becoming a little irritable as it turns out the inbound flight had a number of complex wheelchair passengers that needed assistance which was delayed and took a long amount of time when it did arrive after  minutes waiting on the bus we finally boarded the aircraft the captain apologised for the delay no mention from the crew seat was standard euro traveller the service was okay but the crew were not particularly engaging when i tried to order a coffee due to the seatbelt sign being on as a result of some minor turbulence i was told it wouldnt be possible as the crew member reached two rows behind be the seatbelt sign was turned off but they didnt come back to ask if i would still like a coffee overall we arrived into lhr  hour late no tug to move the aircraft in lisbon and had to wait for the gate in lhr disappointing but not the worst flight i have had,-0.12322916666666667,Negative,"['Facilities', 'Staffing Levels', 'Specific Service Issues']"
"Not Verified |   Not a great experience at all, from the outset it was poorly managed as they bused us out to a parking slot only to have us wait for 15 minutes in the bus as the plane was ready. BA business class is not Business class. Tired, small and generally not worth the ticket price. Tables that don’t sit straight, arm rests that aren’t secure and terrible screens. It’s not a patch on first class airlines which is apparently where BA think they should be. They have a long way to go.",    not a great experience at all from the outset it was poorly managed as they bused us out to a parking slot only to have us wait for  minutes in the bus as the plane was ready ba business class is not business class tired small and generally not worth the ticket price tables that don’t sit straight arm rests that aren’t secure and terrible screens it’s not a patch on first class airlines which is apparently where ba think they should be they have a long way to go,-0.11923076923076922,Negative,['Staffing Levels']
"✅ Trip Verified |  Absolutely horrible customer service - will never fly again. We left Toronto for London, and then missed our connecting flight from London to Mumbai,  so we had to book with a different airline and pay the costs. They then cancelled our return flight (3 weeks later) from Mumbai to Toronto without notifying us. We just happened to find out when we tried to check in on the day of. We are now stuck in Mumbai with 3 small kids, no return flights.  First and last time flying with them.",   absolutely horrible customer service  will never fly again we left toronto for london and then missed our connecting flight from london to mumbai  so we had to book with a different airline and pay the costs they then cancelled our return flight  weeks later from mumbai to toronto without notifying us we just happened to find out when we tried to check in on the day of we are now stuck in mumbai with  small kids no return flights  first and last time flying with them,-0.175,Negative,"['Customer Service', 'Staffing Levels', 'Specific Service Issues']"
"Not Verified |  Quite possibly the worst business class I have ever flown in.  It barely rates as premium economy, and BA shouldn't be suggesting that they are offering premium seating on regional routes in Europe. On these routes, BA has crammed their seats so close together that the experience is like flying on a discount airline. Buyer beware, there is no point in upgrading to business class, other than ensuring the middle seat is empty and you and your bag can board first. The seats are extremely uncomfortable, and they can't really be reclined. There is no in flight entertainment; not even an app (which many discount airlines do use for regional flights). Once upon a time BA used to be a good airline, and maybe it still is for long-haul, but it's truly awful for short-haul (and is a five-hour flight actually short haul?). Might as well save some money and just book a cheaper airline. Staff are courteous and professional; the issue is the quality of the product for the price.",   quite possibly the worst business class i have ever flown in  it barely rates as premium economy and ba shouldnt be suggesting that they are offering premium seating on regional routes in europe on these routes ba has crammed their seats so close together that the experience is like flying on a discount airline buyer beware there is no point in upgrading to business class other than ensuring the middle seat is empty and you and your bag can board first the seats are extremely uncomfortable and they cant really be reclined there is no in flight entertainment not even an app which many discount airlines do use for regional flights once upon a time ba used to be a good airline and maybe it still is for longhaul but its truly awful for shorthaul and is a fivehour flight actually short haul might as well save some money and just book a cheaper airline staff are courteous and professional the issue is the quality of the product for the price,-0.021666666666666678,Negative,"['Customer Service', 'Facilities', 'Staffing Levels']"
"✅ Trip Verified |  Poor from start to finish. Six months after purchasing our tickets I added an extra bag at the exorbitant cost of £130, but this transaction failed to make the system. I rang BA customer services only to be cut off without a reply. At LHR a manager had to be summoned to verify my printed receipt of payment. I was assured there would be no problem on the return trip. Wrong. Same experience at LIS! On board, an hour delay because of late discovery of technical fault. Old plane, with an uncomfortable seat with minimal legroom. Soggy cookie and small bottle of water offered free. Return trip, even more uncomfortable seat, made worse by the extra recline the passenger in front of me enjoyed due to his knackered seat. Once upon a time BA stood for something. No longer. Next time it is TAP, with their much newer planes.",   poor from start to finish six months after purchasing our tickets i added an extra bag at the exorbitant cost of £ but this transaction failed to make the system i rang ba customer services only to be cut off without a reply at lhr a manager had to be summoned to verify my printed receipt of payment i was assured there would be no problem on the return trip wrong same experience at lis on board an hour delay because of late discovery of technical fault old plane with an uncomfortable seat with minimal legroom soggy cookie and small bottle of water offered free return trip even more uncomfortable seat made worse by the extra recline the passenger in front of me enjoyed due to his knackered seat once upon a time ba stood for something no longer next time it is tap with their much newer planes,-0.08928571428571427,Negative,"['Customer Service', 'Facilities', 'Staffing Levels', 'Specific Service Issues']"
✅ Trip Verified |  That was supposed to be my flight but it was cancelled 12 hours before takeoff. After nearly 4 months BA finally responded to my compensation claim confirming I was due statutory compensation. Another 2 months later and still not received it despite chasing. According to BA my bank must have lost the payment so now apparently my problem again. From my experience a once great airline now with customer service no better than the worst of the low cost carriers.,   that was supposed to be my flight but it was cancelled  hours before takeoff after nearly  months ba finally responded to my compensation claim confirming i was due statutory compensation another  months later and still not received it despite chasing according to ba my bank must have lost the payment so now apparently my problem again from my experience a once great airline now with customer service no better than the worst of the low cost carriers,-0.047222222222222214,Negative,"['Customer Service', 'Staffing Levels', 'Specific Service Issues']"
"Not Verified | Jan 30th, I booked a last-minute, transatlantic flight to Ireland to attend a funeral for a close friend of mine. So, the nature of the trip was bad enough as it was. It was not a vacation for me. On the transatlantic leg of the flight, BA was the airline. It was a terrible experience. A baby was crying right next to me for a good portion of the flight. That’s not BA’s fault, but just to continue to set the stage. Mid-flight they had to close both the bathrooms in the middle of the plane. I was in seat 16J, right behind one of the bathrooms. They both started leaking sewage into the passenger compartment. I could see the water coming toward me and soon it was under my feet. As you can imagine, it didn’t smell great. It made a bad trip worse and got all over a new pair of boots. I contacted BA about this and explained in great detail what had happened. Their response was essentially, “Sorry about that”. I contacted them again to verify that this was the formal response. They responded by offering me a 50 euro voucher to use on a future BA flight, which has very little value to me, if any. I contacted them again, giving them another chance to make it right. Nothing. It’s not their fault that there was a screaming baby, nor is it their fault that the restrooms overflowed, created a disgusting mess, and soiled my boots. It is their fault that they made no effort to make it right. This is not just an inconvenience. It's a health and safety issue. As far as I can tell, I’m the only one who got sewage under my feet. I think this is completely unacceptable and will do everything I can to avoid flying BA in the future.",  jan th i booked a lastminute transatlantic flight to ireland to attend a funeral for a close friend of mine so the nature of the trip was bad enough as it was it was not a vacation for me on the transatlantic leg of the flight ba was the airline it was a terrible experience a baby was crying right next to me for a good portion of the flight that’s not ba’s fault but just to continue to set the stage midflight they had to close both the bathrooms in the middle of the plane i was in seat j right behind one of the bathrooms they both started leaking sewage into the passenger compartment i could see the water coming toward me and soon it was under my feet as you can imagine it didn’t smell great it made a bad trip worse and got all over a new pair of boots i contacted ba about this and explained in great detail what had happened their response was essentially “sorry about that” i contacted them again to verify that this was the formal response they responded by offering me a  euro voucher to use on a future ba flight which has very little value to me if any i contacted them again giving them another chance to make it right nothing it’s not their fault that there was a screaming baby nor is it their fault that the restrooms overflowed created a disgusting mess and soiled my boots it is their fault that they made no effort to make it right this is not just an inconvenience its a health and safety issue as far as i can tell i’m the only one who got sewage under my feet i think this is completely unacceptable and will do everything i can to avoid flying ba in the future,-0.059212662337662314,Negative,"['Facilities', 'Staffing Levels']"
"Not Verified | Paid for business class travelling Cairo to London Heathrow but all I got was an economy seat. Only difference from economy is middle seat was vacant. Couldn't recline, no entertainment for the 5hr+ flight, uncomfortable seat and disgusting food. Put in a formal complaint 3 days ago and had no reply. BA's account on X is hacked. Got approached by scammers after posting there and even after flagging this to BA nothing done about it. Just disgusting. Avoid. ",  paid for business class travelling cairo to london heathrow but all i got was an economy seat only difference from economy is middle seat was vacant couldnt recline no entertainment for the hr flight uncomfortable seat and disgusting food put in a formal complaint  days ago and had no reply bas account on x is hacked got approached by scammers after posting there and even after flagging this to ba nothing done about it just disgusting avoid ,-0.4666666666666666,Negative,"['Facilities', 'Staffing Levels']"
